date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:47:53	140562/140562	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2029%20Apr%202025%2017:16:21%20GMT	https://unpkg.com/swiper@9.4.1/swiper-bundle.min.js	C:/My%20Web%20Sites/Manor/unpkg.com/swiper@9.4.1/swiper-bundle.min.js	(from https://manorbookpublishers.com/)
07:47:55	3584/3584	---M--	200	added ('OK')	text/javascript	date:Wed,%2020%20Aug%202025%2010:51:15%20GMT	https://manorbookpublishers.com/assets/js/swiper.js	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/js/swiper.js	(from https://manorbookpublishers.com/)
07:47:57	12958/12958	---M--	200	added ('OK')	text/javascript	date:Wed,%2007%20Jan%202026%2020:29:20%20GMT	https://manorbookpublishers.com/assets/js/index.js	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/js/index.js	(from https://manorbookpublishers.com/)
07:47:58	6609/6609	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:40%20GMT	https://manorbookpublishers.com/assets/images/home/services/service-hover-bg.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/home/services/service-hover-bg.png	(from https://manorbookpublishers.com/assets/css/index.css)
07:48:00	1897/1897	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:12%20GMT	https://manorbookpublishers.com/assets/images/av-bg-img.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/av-bg-img.png	(from https://manorbookpublishers.com/assets/css/index.css)
07:48:01	2431/2431	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:12%20GMT	https://manorbookpublishers.com/assets/images/av-bg-hover-img.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/av-bg-hover-img.png	(from https://manorbookpublishers.com/assets/css/index.css)
07:48:05	355/355	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Feb%202026%2007:46:12%20GMT	https://manorbookpublishers.com/signals/config/	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/signals/config/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
07:48:05	355/355	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Feb%202026%2007:46:12%20GMT	https://manorbookpublishers.com/t	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/t.8e.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
07:48:06	2306920/2306920	---M--	200	added ('OK')	image/webp	date:Wed,%2020%20Aug%202025%2010:51:17%20GMT	https://manorbookpublishers.com/assets/images/prvcy.webp	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/prvcy.webp	(from https://manorbookpublishers.com/assets/css/index.css)
07:48:07	355/355	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Feb%202026%2007:46:14%20GMT	https://manorbookpublishers.com/e	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/e.8f.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
07:48:08	355/355	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Feb%202026%2007:46:16%20GMT	https://manorbookpublishers.com/signals/plugins/	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/signals/plugins/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
07:48:09	355/355	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Feb%202026%2007:46:16%20GMT	https://manorbookpublishers.com/schema.org/	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
07:48:09	355/355	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Feb%202026%2007:46:16%20GMT	https://manorbookpublishers.com/t.resolvedLink	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/t.90.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
07:48:10	355/355	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Feb%202026%2007:46:17%20GMT	https://manorbookpublishers.com/o	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/o.91.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
07:48:12	355/355	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Feb%202026%2007:46:19%20GMT	https://manorbookpublishers.com/signals/iwl.js	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/signals/iwl.92.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
07:48:13	355/355	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Feb%202026%2007:46:20%20GMT	https://manorbookpublishers.com/signals/iwl.js?pixel_id=	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/signals/iwl.930fc5.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
07:48:15	355/355	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Feb%202026%2007:46:22%20GMT	https://manorbookpublishers.com/n.dl	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/n.94.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
07:48:16	355/355	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Feb%202026%2007:46:24%20GMT	https://manorbookpublishers.com/n.rl	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/n.95.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
07:48:21	47954/47954	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:16%20GMT	https://manorbookpublishers.com/assets/images/About/1-min.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/About/1-min.png	(from https://manorbookpublishers.com/about-us)
07:48:23	107229/107229	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:16%20GMT	https://manorbookpublishers.com/assets/images/About/2-min.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/About/2-min.png	(from https://manorbookpublishers.com/about-us)
07:48:24	61288/61288	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:16%20GMT	https://manorbookpublishers.com/assets/images/About/abt.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/About/abt.png	(from https://manorbookpublishers.com/about-us)
07:48:25	13279/13279	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:11%20GMT	https://manorbookpublishers.com/assets/images/av-01.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/av-01.png	(from https://manorbookpublishers.com/about-us)
07:48:27	19708/19708	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:11%20GMT	https://manorbookpublishers.com/assets/images/av-02.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/av-02.png	(from https://manorbookpublishers.com/about-us)
07:48:29	16081/16081	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:11%20GMT	https://manorbookpublishers.com/assets/images/av-03.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/av-03.png	(from https://manorbookpublishers.com/about-us)
07:48:31	15084/15084	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:11%20GMT	https://manorbookpublishers.com/assets/images/av-04.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/av-04.png	(from https://manorbookpublishers.com/about-us)
07:48:33	15761/15761	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:11%20GMT	https://manorbookpublishers.com/assets/images/av-05.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/av-05.png	(from https://manorbookpublishers.com/about-us)
07:48:35	95251/95251	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:32%20GMT	https://manorbookpublishers.com/assets/images/services/1-min.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/1-min.png	(from https://manorbookpublishers.com/professional-ghostwriting-services)
07:48:36	579/579	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:36%20GMT	https://manorbookpublishers.com/assets/images/services/ghostwriting-01.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/ghostwriting-01.png	(from https://manorbookpublishers.com/professional-ghostwriting-services)
07:48:38	463/463	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:37%20GMT	https://manorbookpublishers.com/assets/images/services/ghostwriting-02.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/ghostwriting-02.png	(from https://manorbookpublishers.com/professional-ghostwriting-services)
07:48:39	400/400	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:37%20GMT	https://manorbookpublishers.com/assets/images/services/ghostwriting-03.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/ghostwriting-03.png	(from https://manorbookpublishers.com/professional-ghostwriting-services)
07:48:41	662/662	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:37%20GMT	https://manorbookpublishers.com/assets/images/services/ghostwriting-04.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/ghostwriting-04.png	(from https://manorbookpublishers.com/professional-ghostwriting-services)
07:48:42	629/629	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:37%20GMT	https://manorbookpublishers.com/assets/images/services/ghostwriting-05.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/ghostwriting-05.png	(from https://manorbookpublishers.com/professional-ghostwriting-services)
07:48:45	43660/43660	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:38%20GMT	https://manorbookpublishers.com/assets/images/services/service-qoute-img.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/service-qoute-img.png	(from https://manorbookpublishers.com/professional-ghostwriting-services)
07:48:46	1708/1708	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:36%20GMT	https://manorbookpublishers.com/assets/images/services/doing-icon.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/doing-icon.png	(from https://manorbookpublishers.com/professional-ghostwriting-services)
07:48:48	73374/73374	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:37%20GMT	https://manorbookpublishers.com/assets/images/services/inner-tab-img.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/inner-tab-img.png	(from https://manorbookpublishers.com/professional-ghostwriting-services)
07:48:50	80200/80200	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:33%20GMT	https://manorbookpublishers.com/assets/images/services/2-min.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/2-min.png	(from https://manorbookpublishers.com/ebook-writing-services)
07:48:52	175000/175000	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:34%20GMT	https://manorbookpublishers.com/assets/images/services/22-min.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/22-min.png	(from https://manorbookpublishers.com/ebook-writing-services)
07:48:53	445/445	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:36%20GMT	https://manorbookpublishers.com/assets/images/services/e-bookwriting-01.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/e-bookwriting-01.png	(from https://manorbookpublishers.com/ebook-writing-services)
07:48:55	468/468	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:36%20GMT	https://manorbookpublishers.com/assets/images/services/e-bookwriting-02.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/e-bookwriting-02.png	(from https://manorbookpublishers.com/ebook-writing-services)
07:48:56	572/572	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:36%20GMT	https://manorbookpublishers.com/assets/images/services/e-bookwriting-03.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/e-bookwriting-03.png	(from https://manorbookpublishers.com/ebook-writing-services)
07:48:57	666/666	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:36%20GMT	https://manorbookpublishers.com/assets/images/services/e-bookwriting-04.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/e-bookwriting-04.png	(from https://manorbookpublishers.com/ebook-writing-services)
07:49:00	81985/81985	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:35%20GMT	https://manorbookpublishers.com/assets/images/services/3-min.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/3-min.png	(from https://manorbookpublishers.com/ebook-writing-services)
07:49:01	643/643	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:36%20GMT	https://manorbookpublishers.com/assets/images/services/bookediting-icon-02.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/bookediting-icon-02.png	(from https://manorbookpublishers.com/book-editing-services)
07:49:03	59245/59245	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:38%20GMT	https://manorbookpublishers.com/assets/images/services/tab-sec-book.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/tab-sec-book.png	(from https://manorbookpublishers.com/book-editing-services)
07:49:05	49830/49830	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:35%20GMT	https://manorbookpublishers.com/assets/images/services/5-min.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/5-min.png	(from https://manorbookpublishers.com/book-editing-services)
07:49:06	322/322	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2020%20Aug%202025%2010:51:36%20GMT	https://manorbookpublishers.com/assets/images/services/check-ico.svg	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/check-ico.svg	(from https://manorbookpublishers.com/book-cover-design)
07:49:09	84178/84178	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:35%20GMT	https://manorbookpublishers.com/assets/images/services/4-min.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/4-min.png	(from https://manorbookpublishers.com/book-cover-design)
07:49:10	355/355	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Feb%202026%2007:47:17%20GMT	https://manorbookpublishers.com/ebook-proofreading-services	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/ebook-proofreading-services.b3.delayed	(from https://manorbookpublishers.com/book-cover-design)
07:49:12	100360/100360	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:35%20GMT	https://manorbookpublishers.com/assets/images/services/6-min.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/6-min.png	(from https://manorbookpublishers.com/ebook-cover-design)
07:49:14	92389/92389	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:35%20GMT	https://manorbookpublishers.com/assets/images/services/7-min.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/7-min.png	(from https://manorbookpublishers.com/book-writing)
07:49:16	96686/96686	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:35%20GMT	https://manorbookpublishers.com/assets/images/services/8-min.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/8-min.png	(from https://manorbookpublishers.com/book-marketing)
07:49:18	67533/67533	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:36%20GMT	https://manorbookpublishers.com/assets/images/services/9-min.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/9-min.png	(from https://manorbookpublishers.com/biography-writing)
07:49:20	105443/105443	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:32%20GMT	https://manorbookpublishers.com/assets/images/services/10-min.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/10-min.png	(from https://manorbookpublishers.com/biography-writing)
07:49:22	83181/83181	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:32%20GMT	https://manorbookpublishers.com/assets/images/services/11-min.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/11-min.png	(from https://manorbookpublishers.com/biography-writing)
07:49:24	82771/82771	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:32%20GMT	https://manorbookpublishers.com/assets/images/services/12-min.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/12-min.png	(from https://manorbookpublishers.com/memoir-writing)
07:49:26	59750/59750	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:32%20GMT	https://manorbookpublishers.com/assets/images/services/13-min.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/13-min.png	(from https://manorbookpublishers.com/memoir-writing)
07:49:28	39063/39063	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:32%20GMT	https://manorbookpublishers.com/assets/images/services/14-min.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/14-min.png	(from https://manorbookpublishers.com/book-trailer-services)
07:49:29	49769/49769	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:32%20GMT	https://manorbookpublishers.com/assets/images/services/15-min.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/15-min.png	(from https://manorbookpublishers.com/book-trailer-services)
07:49:31	97772/97772	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:33%20GMT	https://manorbookpublishers.com/assets/images/services/16-min.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/16-min.png	(from https://manorbookpublishers.com/book-trailer-services)
07:49:33	74712/74712	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:33%20GMT	https://manorbookpublishers.com/assets/images/services/17-min.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/17-min.png	(from https://manorbookpublishers.com/audiobook-publishing-services)
07:49:35	92422/92422	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:33%20GMT	https://manorbookpublishers.com/assets/images/services/18-min.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/18-min.png	(from https://manorbookpublishers.com/audiobook-publishing-services)
07:49:37	57914/57914	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:33%20GMT	https://manorbookpublishers.com/assets/images/services/19-min.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/19-min.png	(from https://manorbookpublishers.com/audiobook-publishing-services)
07:49:39	90136/90136	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:33%20GMT	https://manorbookpublishers.com/assets/images/services/20-min.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/20-min.png	(from https://manorbookpublishers.com/author-website-design)
07:49:41	71973/71973	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:33%20GMT	https://manorbookpublishers.com/assets/images/services/21-min.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/21-min.png	(from https://manorbookpublishers.com/author-website-design)
07:49:43	58401/58401	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:34%20GMT	https://manorbookpublishers.com/assets/images/services/23-min.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/23-min.png	(from https://manorbookpublishers.com/book-illustration-services)
07:49:45	83917/83917	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:34%20GMT	https://manorbookpublishers.com/assets/images/services/24-min.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/24-min.png	(from https://manorbookpublishers.com/book-illustration-services)
07:49:47	98863/98863	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:34%20GMT	https://manorbookpublishers.com/assets/images/services/25-min.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/25-min.png	(from https://manorbookpublishers.com/book-illustration-services)
07:49:48	68685/68685	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:34%20GMT	https://manorbookpublishers.com/assets/images/services/26-min.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/services/26-min.png	(from https://manorbookpublishers.com/book-illustration-services)
07:49:49	567/567	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:12%20GMT	https://manorbookpublishers.com/assets/images/contact-phone.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/contact-phone.png	(from https://manorbookpublishers.com/contact-us)
07:49:51	720/720	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:12%20GMT	https://manorbookpublishers.com/assets/images/contact-email.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/contact-email.png	(from https://manorbookpublishers.com/contact-us)
07:49:52	660/660	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:12%20GMT	https://manorbookpublishers.com/assets/images/contact-map.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/contact-map.png	(from https://manorbookpublishers.com/contact-us)
07:49:54	52197/52197	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:39:20%20GMT	https://manorbookpublishers.com/about-us.html	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/about-us-2.html	(from https://manorbookpublishers.com/blogs)
07:49:56	80632/80632	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:47:32%20GMT	https://manorbookpublishers.com/professional-ghostwriting-services.html	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/professional-ghostwriting-services-2.html	(from https://manorbookpublishers.com/blogs)
07:49:57	79153/79153	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:46:04%20GMT	https://manorbookpublishers.com/ebook-writing-services.html	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/ebook-writing-services-2.html	(from https://manorbookpublishers.com/blogs)
07:49:59	80771/80771	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:42:06%20GMT	https://manorbookpublishers.com/book-editing-services.html	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/book-editing-services-2.html	(from https://manorbookpublishers.com/blogs)
07:50:01	84648/84648	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:41:40%20GMT	https://manorbookpublishers.com/book-cover-design.html	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/book-cover-design-2.html	(from https://manorbookpublishers.com/blogs)
07:50:03	80128/80128	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:45:52%20GMT	https://manorbookpublishers.com/ebook-cover-design.html	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/ebook-cover-design-2.html	(from https://manorbookpublishers.com/blogs)
07:50:04	82063/82063	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:45:17%20GMT	https://manorbookpublishers.com/book-writing.html	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/book-writing-2.html	(from https://manorbookpublishers.com/blogs)
07:50:06	74633/74633	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:42:49%20GMT	https://manorbookpublishers.com/book-marketing.html	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/book-marketing-2.html	(from https://manorbookpublishers.com/blogs)
07:50:08	79701/79701	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:40:47%20GMT	https://manorbookpublishers.com/biography-writing.html	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/biography-writing-2.html	(from https://manorbookpublishers.com/blogs)
07:50:09	79522/79522	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:47:01%20GMT	https://manorbookpublishers.com/memoir-writing.html	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/memoir-writing-2.html	(from https://manorbookpublishers.com/blogs)
07:50:11	71937/71937	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:43:23%20GMT	https://manorbookpublishers.com/book-printing.html	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/book-printing-2.html	(from https://manorbookpublishers.com/blogs)
07:50:12	73560/73560	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:45:02%20GMT	https://manorbookpublishers.com/book-trailer-services.html	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/book-trailer-services-2.html	(from https://manorbookpublishers.com/blogs)
07:50:14	76522/76522	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:39:48%20GMT	https://manorbookpublishers.com/audiobook-publishing-services.html	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/audiobook-publishing-services-2.html	(from https://manorbookpublishers.com/blogs)
07:50:16	78671/78671	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:40:14%20GMT	https://manorbookpublishers.com/author-website-design.html	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/author-website-design-2.html	(from https://manorbookpublishers.com/blogs)
07:50:17	75433/75433	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:42:22%20GMT	https://manorbookpublishers.com/book-illustration-services.html	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/book-illustration-services-2.html	(from https://manorbookpublishers.com/blogs)
07:50:19	27267/27267	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:45:30%20GMT	https://manorbookpublishers.com/contact-us.html	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/contact-us-2.html	(from https://manorbookpublishers.com/blogs)
07:50:21	31763/31763	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:41:07%20GMT	https://manorbookpublishers.com/blogs.html	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/blogs-2.html	(from https://manorbookpublishers.com/blogs)
07:50:22	41349/41349	---M-Z	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2010:51:10%20GMT	https://manorbookpublishers.com/blog/perfect-publisher-for-your-manuscript.html	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/blog/perfect-publisher-for-your-manuscript.html	(from https://manorbookpublishers.com/blogs)
07:50:24	19314/19314	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Aug%202025%2010:51:18%20GMT	https://manorbookpublishers.com/assets/images/blogs/1.jpg	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/blogs/1.jpg	(from https://manorbookpublishers.com/blogs)
07:50:25	40694/40694	---M-Z	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2010:51:10%20GMT	https://manorbookpublishers.com/blog/self-publishing-vs-traditional-publishing.html	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/blog/self-publishing-vs-traditional-publishing.html	(from https://manorbookpublishers.com/blogs)
07:50:28	122925/122925	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Aug%202025%2010:51:18%20GMT	https://manorbookpublishers.com/assets/images/blogs/2.jpg	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/blogs/2.jpg	(from https://manorbookpublishers.com/blogs)
